customer_id,username,email,city_area,registration_date
451,user_1450,user1450@gmail.com,HSR Layout,2022-12-02
452,user_1451,user1451@gmail.com,Whitefield,2022-11-02
453,user_1452,user1452@gmail.com,Koramangala,2023-05-29
454,user_1453,user1453@gmail.com,Bannerghatta Road,2022-08-04
455,user_1454,user1454@gmail.com,Jayanagar,2022-06-24
456,user_1455,user1455@gmail.com,Koramangala,2023-03-11
457,user_1456,user1456@gmail.com,Jayanagar,2023-05-24
458,user_1457,user1457@gmail.com,Whitefield,2023-04-23
459,user_1458,user1458@gmail.com,Electronic City,2022-07-23
460,user_1459,user1459@gmail.com,Koramangala,2023-03-21
461,user_1460,user1460@gmail.com,Jayanagar,2023-01-27
462,user_1461,user1461@gmail.com,Electronic City,2023-01-12
463,user_1462,user1462@gmail.com,Malleshwaram,2022-09-03
464,user_1463,user1463@gmail.com,Koramangala,2022-10-08
465,user_1464,user1464@gmail.com,Electronic City,2022-07-29
466,user_1465,user1465@gmail.com,Indiranagar,2022-12-23
467,user_1466,user1466@gmail.com,Electronic City,2022-07-08
468,user_1467,user1467@gmail.com,Marathahalli,2023-04-19
469,user_1468,user1468@gmail.com,Koramangala,2022-08-17
470,user_1469,user1469@gmail.com,Whitefield,2023-03-16
471,user_1470,user1470@gmail.com,Jayanagar,2022-07-14
472,user_1471,user1471@gmail.com,HSR Layout,2022-07-31
473,user_1472,user1472@gmail.com,Bannerghatta Road,2023-06-27
474,user_1473,user1473@gmail.com,Hebbal,2023-04-07
475,user_1474,user1474@gmail.com,Marathahalli,2023-04-13
476,user_1475,user1475@gmail.com,HSR Layout,2023-07-03
477,user_1476,user1476@gmail.com,Bannerghatta Road,2022-12-12
478,user_1477,user1477@gmail.com,Electronic City,2023-01-13
479,user_1478,user1478@gmail.com,Jayanagar,2023-03-29
480,user_1479,user1479@gmail.com,Hebbal,2022-11-04
481,user_1480,user1480@gmail.com,Marathahalli,2023-04-14
482,user_1481,user1481@gmail.com,Koramangala,2023-04-09
483,user_1482,user1482@gmail.com,Indiranagar,2023-06-26
484,user_1483,user1483@gmail.com,HSR Layout,2023-04-17
485,user_1484,user1484@gmail.com,HSR Layout,2022-10-14
486,user_1485,user1485@gmail.com,Indiranagar,2022-08-20
487,user_1486,user1486@gmail.com,HSR Layout,2022-08-28
488,user_1487,user1487@gmail.com,Bannerghatta Road,2022-07-09
489,user_1488,user1488@gmail.com,Whitefield,2022-06-02
490,user_1489,user1489@gmail.com,Hebbal,2023-01-17
491,user_1490,user1490@gmail.com,Marathahalli,2023-01-27
492,user_1491,user1491@gmail.com,Jayanagar,2022-06-17
493,user_1492,user1492@gmail.com,HSR Layout,2022-10-26
494,user_1493,user1493@gmail.com,Jayanagar,2023-05-26
495,user_1494,user1494@gmail.com,Electronic City,2022-07-07
496,user_1495,user1495@gmail.com,HSR Layout,2022-10-14
497,user_1496,user1496@gmail.com,Marathahalli,2023-05-05
498,user_1497,user1497@gmail.com,HSR Layout,2023-01-04
499,user_1498,user1498@gmail.com,Indiranagar,2023-03-06
500,user_1499,user1499@gmail.com,HSR Layout,2023-04-28
